0.006667 0.000000 0.000000
0.020000 0.000000 0.000000
0.033333 0.000000 0.000000
0.046667 0.000000 0.000000
0.060000 0.000000 0.000000
0.073333 0.000000 0.000000
0.086667 0.000000 0.000000
0.100000 0.000000 0.000000
0.113333 0.000000 0.000000
0.126667 0.000000 0.000000
0.140000 0.000000 0.000000
0.153333 0.000000 0.000000
0.166667 0.000000 0.000000
0.180000 0.000000 0.000000
0.193333 0.000000 0.000000
0.206667 0.000000 0.000000
0.220000 0.000000 0.000000
0.233333 0.000000 0.001393
0.246667 0.000000 -0.001393
0.260000 0.000000 0.016464
0.273333 0.000000 -0.012780
0.286667 0.000000 0.087141
0.300000 0.000000 -0.049421
0.313333 0.000000 0.275171
0.326667 0.000000 -0.098634
0.340000 0.000000 0.584531
0.353333 0.000000 -0.079881
0.366667 0.000000 0.900711
0.380000 1.000000 0.099289
0.393333 1.000000 1.079881
0.406667 1.000000 0.415469
0.420000 1.000000 1.098634
0.433333 1.000000 0.724829
0.446667 1.000000 1.049421
0.460000 1.000000 0.912859
0.473333 1.000000 1.011387
0.486667 1.000000 0.984929
0.500000 1.000000 0.984929
0.513333 1.000000 1.011387
0.526667 1.000000 0.912859
0.540000 1.000000 1.049421
0.553333 1.000000 0.724829
0.566667 1.000000 1.098634
0.580000 1.000000 0.415469
0.593333 1.000000 1.079881
0.606667 1.000000 0.099289
0.620000 0.000000 0.900711
0.633333 0.000000 -0.079881
0.646667 0.000000 0.584531
0.660000 0.000000 -0.098634
0.673333 0.000000 0.275171
0.686667 0.000000 -0.049421
0.700000 0.000000 0.087141
0.713333 0.000000 -0.012780
0.726667 0.000000 0.016464
0.740000 0.000000 -0.001393
0.753333 0.000000 0.001393
0.766667 0.000000 0.000000
0.780000 0.000000 0.000000
0.793333 0.000000 0.000000
0.806667 0.000000 0.000000
0.820000 0.000000 0.000000
0.833333 0.000000 0.000000
0.846667 0.000000 0.000000
0.860000 0.000000 0.000000
0.873333 0.000000 0.000000
0.886667 0.000000 0.000000
0.900000 0.000000 0.000000
0.913333 0.000000 0.000000
0.926667 0.000000 0.000000
0.940000 0.000000 0.000000
0.953333 0.000000 0.000000
0.966667 0.000000 0.000000
0.980000 0.000000 0.000000
0.993333 0.000000 0.000000
