0.000000 200.000000
0.050000 200.000000
0.100000 200.000000
0.150000 200.000000
0.200000 200.000000
0.250000 200.000000
0.300000 200.000000
0.350000 200.000000
0.400000 200.000000
0.450000 200.000000
0.500000 200.000000
0.550000 200.000000
0.600000 200.000000
0.650000 200.000000
0.700000 200.000000
0.750000 200.000000
0.800000 200.000000
0.850000 199.999797
0.900000 199.915460
0.950000 198.401896
1.000000 194.489182
1.050000 189.488300
1.100000 184.664013
1.150000 180.122343
1.200000 175.903735
1.250000 171.809288
1.300000 168.005519
1.350000 164.479133
1.400000 161.191356
1.450000 157.972333
1.500000 155.112365
1.550000 152.309407
1.600000 149.675634
1.650000 147.207962
1.700000 144.898102
1.750000 142.717814
1.800000 140.600113
1.850000 138.743503
1.900000 136.958777
1.950000 135.507457
2.000000 134.324183
2.050000 133.623352
2.100000 133.376646
2.150000 133.336162
2.200000 133.333411
2.250000 133.333334
2.300000 133.333333
2.350000 133.333333
2.400000 133.333333
2.450000 133.333333
2.500000 133.333333
2.550000 133.333333
2.600000 133.333333
2.650000 133.333333
2.700000 133.333333
2.750000 133.333333
2.800000 133.333333
2.850000 133.333333
2.900000 133.333333
2.950000 133.333333
3.000000 133.333333
3.050000 133.333333
3.100000 133.333333
3.150000 133.333333
3.200000 133.333333
3.250000 133.333333
3.300000 133.333333
3.350000 133.333333
3.400000 133.333333
3.450000 133.333333
3.500000 133.333333
3.550000 133.333333
3.600000 133.333333
3.650000 133.333333
3.700000 133.333333
3.750000 133.333333
3.800000 133.333333
3.850000 0.002815
3.900000 0.000000
